character	code_point	readings	tier	references	details
𪶑	U+2AD91	bì	cns11643	CNS-20260805:12-5A2E	內政部戶政用字
𪶓	U+2AD93	huàn	cns11643	CNS-20260805:12-5A36	內政部戶政用字
𪶔	U+2AD94	huái	cns11643	CNS-20260805:12-5A48	內政部戶政用字
𪶖	U+2AD96	bèi	cns11643	CNS-20260805:11-7A24	CJK認同表意文字延伸C, CNS 14649
𪶘	U+2AD98	yē	cns11643	CNS-20260805:13-2B4B	內政部戶政用字
𪶙	U+2AD99	wā	cns11643	CNS-20260805:13-2B6D	內政部戶政用字
𪶚	U+2AD9A	jìn qìn shèn	cns11643	CNS-20260805:15-6D4F	CJK認同表意文字延伸C, CNS 14649
𪶛	U+2AD9B	jiàng xiāng	cns11643	CNS-20260805:15-6F77	CJK認同表意文字延伸C, CNS 14649
𪶜	U+2AD9C	pāng	cns11643	CNS-20260805:15-6D50	CJK認同表意文字延伸C, CNS 14649
𪶝	U+2AD9D	yí	cns11643	CNS-20260805:15-6D51	CJK認同表意文字延伸C, CNS 14649
𪶞	U+2AD9E	tián	cns11643	CNS-20260805:13-2B56	內政部戶政用字
𪶟	U+2AD9F	mò mì	cns11643	CNS-20260805:15-6D52	CJK認同表意文字延伸C, CNS 14649
𪶠	U+2ADA0	jùn	cns11643	CNS-20260805:13-2B42	內政部戶政用字
𪶢	U+2ADA2	tú chú	cns11643	CNS-20260805:13-2B62	內政部戶政用字
𪶤	U+2ADA4	měi	cns11643	CNS-20260805:13-2B6F	內政部戶政用字
𪶥	U+2ADA5	héng	cns11643	CNS-20260805:15-6D54	CJK認同表意文字延伸C, CNS 14649
𪶦	U+2ADA6	gǔn	cns11643	CNS-20260805:13-2B58	內政部戶政用字
𪶧	U+2ADA7	ruán	cns11643	CNS-20260805:13-2B72	內政部戶政用字
𪶨	U+2ADA8	nù	cns11643	CNS-20260805:13-2B75	內政部戶政用字
𪶩	U+2ADA9	dài	cns11643	CNS-20260805:15-6D55	CJK認同表意文字延伸C, CNS 14649
𪶪	U+2ADAA	pèi	cns11643	CNS-20260805:13-3D7B	內政部戶政用字
𪶬	U+2ADAC	fěi	cns11643	CNS-20260805:13-3E5A	內政部戶政用字
𪶭	U+2ADAD	liè	cns11643	CNS-20260805:15-6F78	CJK認同表意文字延伸C, CNS 14649
𪶮	U+2ADAE	wū	cns11643	CNS-20260805:15-6F79	CJK認同表意文字延伸C, CNS 14649
𪶯	U+2ADAF	bó bǎi	cns11643	CNS-20260805:15-6F7A	CJK認同表意文字延伸C, CNS 14649
𪶰	U+2ADB0	shuǐ	cns11643	CNS-20260805:15-7238	CJK認同表意文字延伸C, CNS 14649
𪶱	U+2ADB1	zǐ	cns11643	CNS-20260805:13-3E3D	內政部戶政用字
𪶲	U+2ADB2	yīn	cns11643	CNS-20260805:13-3E6C	內政部戶政用字
𪶵	U+2ADB5	zhì	cns11643	CNS-20260805:15-6F7B	CJK認同表意文字延伸C, CNS 14649
𪶶	U+2ADB6	zuò	cns11643	CNS-20260805:13-3D68	內政部戶政用字
𪶷	U+2ADB7	liú	cns11643	CNS-20260805:13-3E2C	內政部戶政用字
𪶸	U+2ADB8	wèn	cns11643	CNS-20260805:13-3E57	內政部戶政用字
𪶹	U+2ADB9	tí	cns11643	CNS-20260805:13-3E60	內政部戶政用字
𪶺	U+2ADBA	biàn	cns11643	CNS-20260805:13-3E72	內政部戶政用字
𪶻	U+2ADBB	zī	cns11643	CNS-20260805:15-6F7C	CJK認同表意文字延伸C, CNS 14649
𪶼	U+2ADBC	jí jié	cns11643	CNS-20260805:15-6F7D	CJK認同表意文字延伸C, CNS 14649
𪶽	U+2ADBD	sāng	cns11643	CNS-20260805:13-3E3E	內政部戶政用字
𪶾	U+2ADBE	lòu	cns11643	CNS-20260805:15-6F7E	CJK認同表意文字延伸C, CNS 14649
𪶿	U+2ADBF	kuǎn	cns11643	CNS-20260805:13-4E48	內政部戶政用字
𪷀	U+2ADC0	xī	cns11643	CNS-20260805:13-4F31	內政部戶政用字
𪷁	U+2ADC1	chéng	cns11643	CNS-20260805:13-4E59	內政部戶政用字
𪷂	U+2ADC2	mù	cns11643	CNS-20260805:13-6332	內政部戶政用字
𪷄	U+2ADC4	tuō tuì	cns11643	CNS-20260805:13-4E63	內政部戶政用字
𪷆	U+2ADC6	míng	cns11643	CNS-20260805:13-4F2B	內政部戶政用字
𪷇	U+2ADC7	jiǎn	cns11643	CNS-20260805:15-723A	CJK認同表意文字延伸C, CNS 14649
𪷈	U+2ADC8	guàn	cns11643	CNS-20260805:13-4E58	內政部戶政用字
𪷉	U+2ADC9	xì	cns11643	CNS-20260805:15-723B	CJK認同表意文字延伸C, CNS 14649
𪷊	U+2ADCA	yì	cns11643	CNS-20260805:15-723C	CJK認同表意文字延伸C, CNS 14649
𪷋	U+2ADCB	wǔ	cns11643	CNS-20260805:13-5E44	內政部戶政用字
𪷌	U+2ADCC	nài	cns11643	CNS-20260805:15-7455	CJK認同表意文字延伸C, CNS 14649
𪷎	U+2ADCE	èr	cns11643	CNS-20260805:15-7457	CJK認同表意文字延伸C, CNS 14649
𪷏	U+2ADCF	chú	cns11643	CNS-20260805:15-7458	CJK認同表意文字延伸C, CNS 14649
𪷐	U+2ADD0	yǎ	cns11643	CNS-20260805:14-2450	內政部戶政用字
𪷑	U+2ADD1	liáng	cns11643	CNS-20260805:13-5E2F	內政部戶政用字
𪷒	U+2ADD2	táo	cns11643	CNS-20260805:13-5E5E	內政部戶政用字
𪷓	U+2ADD3	lǔ	cns11643	CNS-20260805:15-7459	CJK認同表意文字延伸C, CNS 14649
𪷔	U+2ADD4	chǐ shì	cns11643	CNS-20260805:15-745A	CJK認同表意文字延伸C, CNS 14649
𪷕	U+2ADD5	fěi	cns11643	CNS-20260805:13-5E31	內政部戶政用字
𪷖	U+2ADD6	rán	cns11643	CNS-20260805:13-5E49	內政部戶政用字
𪷗	U+2ADD7	pí	cns11643	CNS-20260805:15-745B	CJK認同表意文字延伸C, CNS 14649
𪷘	U+2ADD8	chè	cns11643	CNS-20260805:15-745C	CJK認同表意文字延伸C, CNS 14649
𪷙	U+2ADD9	fǔ	cns11643	CNS-20260805:13-5E4D	內政部戶政用字
𪷚	U+2ADDA	cuān	cns11643	CNS-20260805:15-745D	CJK認同表意文字延伸C, CNS 14649
𪷛	U+2ADDB	fù	cns11643	CNS-20260805:15-745E	CJK認同表意文字延伸C, CNS 14649
𪷜	U+2ADDC	sī	cns11643	CNS-20260805:13-5E3A	內政部戶政用字
𪷝	U+2ADDD	lù	cns11643	CNS-20260805:13-6C4F	內政部戶政用字
𪷠	U+2ADE0	yuán	cns11643	CNS-20260805:13-6C50	內政部戶政用字
𪷡	U+2ADE1	wěn wèn	cns11643	CNS-20260805:15-764A	CJK認同表意文字延伸C, CNS 14649
𪷢	U+2ADE2	háo hào	cns11643	CNS-20260805:15-764B	CJK認同表意文字延伸C, CNS 14649
𪷤	U+2ADE4	lǐn	cns11643	CNS-20260805:13-6C24	內政部戶政用字
𪷥	U+2ADE5	líng	cns11643	CNS-20260805:15-764C	CJK認同表意文字延伸C, CNS 14649
𪷦	U+2ADE6	yùn	cns11643	CNS-20260805:15-764D	CJK認同表意文字延伸C, CNS 14649
𪷧	U+2ADE7	qún	cns11643	CNS-20260805:13-6C29	內政部戶政用字
𪷪	U+2ADEA	pín	cns11643	CNS-20260805:15-782D	CJK認同表意文字延伸C, CNS 14649
𪷬	U+2ADEC	jǐn	cns11643	CNS-20260805:14-3569	內政部戶政用字
𪷭	U+2ADED	rùn	cns11643	CNS-20260805:14-2458	內政部戶政用字
𪷮	U+2ADEE	xiǎo	cns11643	CNS-20260805:15-782F	CJK認同表意文字延伸C, CNS 14649
𪷯	U+2ADEF	zòng	cns11643	CNS-20260805:14-2459	內政部戶政用字
𪷰	U+2ADF0	sháo	cns11643	CNS-20260805:15-7830	CJK認同表意文字延伸C, CNS 14649
𪷱	U+2ADF1	sài	cns11643	CNS-20260805:15-7831	CJK認同表意文字延伸C, CNS 14649
𪷲	U+2ADF2	jī	cns11643	CNS-20260805:15-7832	CJK認同表意文字延伸C, CNS 14649
𪷳	U+2ADF3	pèi	cns11643	CNS-20260805:14-3565	內政部戶政用字
𪷴	U+2ADF4	rè	cns11643	CNS-20260805:15-7958	CJK認同表意文字延伸C, CNS 14649
𪷵	U+2ADF5	yìn	cns11643	CNS-20260805:14-355C	內政部戶政用字
𪷶	U+2ADF6	lěng lín yǐng	cns11643	CNS-20260805:15-7959	CJK認同表意文字延伸C, CNS 14649
𪷷	U+2ADF7	liáo	cns11643	CNS-20260805:14-2D47	內政部戶政用字
𪷸	U+2ADF8	qìng	cns11643	CNS-20260805:14-2D55	內政部戶政用字
𪷹	U+2ADF9	lóng	cns11643	CNS-20260805:15-795A	CJK認同表意文字延伸C, CNS 14649
𪷺	U+2ADFA	huì	cns11643	CNS-20260805:14-355A	內政部戶政用字
𪷻	U+2ADFB	qián	cns11643	CNS-20260805:14-356A	內政部戶政用字
𪷼	U+2ADFC	yī	cns11643	CNS-20260805:14-356B	內政部戶政用字
𪷾	U+2ADFE	guī	cns11643	CNS-20260805:15-7A63	CJK認同表意文字延伸C, CNS 14649
𪸀	U+2AE00	xiá	cns11643	CNS-20260805:14-3B7A	內政部戶政用字
𪸁	U+2AE01	pō	cns11643	CNS-20260805:15-7B55	CJK認同表意文字延伸C, CNS 14649
𪸂	U+2AE02	xiè	cns11643	CNS-20260805:15-7B56	CJK認同表意文字延伸C, CNS 14649
𪸃	U+2AE03	qìng	cns11643	CNS-20260805:14-4079	內政部戶政用字
𪸄	U+2AE04	làn	cns11643	CNS-20260805:15-7B57	CJK認同表意文字延伸C, CNS 14649
𪸅	U+2AE05	yóu	cns11643	CNS-20260805:15-7C41	CJK認同表意文字延伸C, CNS 14649
𪸆	U+2AE06	róng	cns11643	CNS-20260805:15-7C42	CJK認同表意文字延伸C, CNS 14649
𪸇	U+2AE07	biāo	cns11643	CNS-20260805:14-4070	內政部戶政用字
𪸈	U+2AE08	chóu	cns11643	CNS-20260805:14-4456	內政部戶政用字
𪸉	U+2AE09	jīng	cns11643	CNS-20260805:15-7C79	CJK認同表意文字延伸C, CNS 14649
𪸊	U+2AE0A	yáo	cns11643	CNS-20260805:15-7D3F	CJK認同表意文字延伸C, CNS 14649
𪸋	U+2AE0B	qián	cns11643	CNS-20260805:14-465F	內政部戶政用字
𪸌	U+2AE0C	pì	cns11643	CNS-20260805:15-7D5C	CJK認同表意文字延伸C, CNS 14649
𪸍	U+2AE0D	yàn	cns11643	CNS-20260805:11-4855	CJK認同表意文字延伸C, CNS 14649
𪸎	U+2AE0E	fán	cns11643	CNS-20260805:12-2C67	內政部戶政用字
𪸏	U+2AE0F	qì	cns11643	CNS-20260805:11-726D	CJK認同表意文字延伸C, CNS 14649
𪸐	U+2AE10	xiāo	cns11643	CNS-20260805:12-2C68	內政部戶政用字
𪸑	U+2AE11	yuán	cns11643	CNS-20260805:12-3439	內政部戶政用字
𪸒	U+2AE12	hù	cns11643	CNS-20260805:12-343E	內政部戶政用字
𪸓	U+2AE13	qì	cns11643	CNS-20260805:12-3447	內政部戶政用字
𪸔	U+2AE14	zhǐ	cns11643	CNS-20260805:12-3434	內政部戶政用字
𪸖	U+2AE16	yíng	cns11643	CNS-20260805:12-344B	內政部戶政用字
𪸗	U+2AE17	yǔn	cns11643	CNS-20260805:11-756C	CJK認同表意文字延伸C, CNS 14649
𪸘	U+2AE18	qù	cns11643	CNS-20260805:12-3E53	內政部戶政用字
𪸙	U+2AE19	wèi	cns11643	CNS-20260805:12-3E5E	內政部戶政用字
𪸚	U+2AE1A	yòu	cns11643	CNS-20260805:11-766A	CJK認同表意文字延伸C, CNS 14649
𪸛	U+2AE1B	yù	cns11643	CNS-20260805:11-766B	CJK認同表意文字延伸C, CNS 14649
𪸜	U+2AE1C	qiú	cns11643	CNS-20260805:12-3E54	內政部戶政用字
𪸞	U+2AE1E	xiǎn	cns11643	CNS-20260805:12-3E69	內政部戶政用字
𪸟	U+2AE1F	wéi	cns11643	CNS-20260805:11-766C	CJK認同表意文字延伸C, CNS 14649
𪸠	U+2AE20	yǒng	cns11643	CNS-20260805:12-4C4D	內政部戶政用字
𪸡	U+2AE21	hóng	cns11643	CNS-20260805:12-3E78	內政部戶政用字
𪸢	U+2AE22	pǐ	cns11643	CNS-20260805:11-766D	CJK認同表意文字延伸C, CNS 14649
𪸣	U+2AE23	zǎo	cns11643	CNS-20260805:12-4969	內政部戶政用字
𪸤	U+2AE24	chéng	cns11643	CNS-20260805:12-4C38	內政部戶政用字
𪸥	U+2AE25	ěr	cns11643	CNS-20260805:12-4C4E	內政部戶政用字
𪸦	U+2AE26	zhǔ	cns11643	CNS-20260805:12-4F30	內政部戶政用字
𪸧	U+2AE27	diào	cns11643	CNS-20260805:11-7848	CJK認同表意文字延伸C, CNS 14649
𪸨	U+2AE28	duǒ	cns11643	CNS-20260805:11-7849	CJK認同表意文字延伸C, CNS 14649
𪸪	U+2AE2A	yǔ	cns11643	CNS-20260805:12-4C42	內政部戶政用字
𪸫	U+2AE2B	gēng	cns11643	CNS-20260805:12-5B25	內政部戶政用字
𪸬	U+2AE2C	kài	cns11643	CNS-20260805:11-7A25	CJK認同表意文字延伸C, CNS 14649
𪸭	U+2AE2D	bèi	cns11643	CNS-20260805:12-5B26	內政部戶政用字
𪸮	U+2AE2E	hào	cns11643	CNS-20260805:12-5B46	內政部戶政用字
𪸯	U+2AE2F	tuǒ	cns11643	CNS-20260805:12-5B29	內政部戶政用字
𪸰	U+2AE30	huí	cns11643	CNS-20260805:12-5B45	內政部戶政用字
𪸱	U+2AE31	zhuāng	cns11643	CNS-20260805:12-5B31	內政部戶政用字
𪸳	U+2AE33	zhāo	cns11643	CNS-20260805:13-2C2A	內政部戶政用字
𪸴	U+2AE34	qí	cns11643	CNS-20260805:13-2C2D	內政部戶政用字
𪸵	U+2AE35	bīn wǔ	cns11643	CNS-20260805:13-2C4F	內政部戶政用字
𪸶	U+2AE36	jiān	cns11643	CNS-20260805:13-2C65	內政部戶政用字
𪸸	U+2AE38	diǎn	cns11643	CNS-20260805:13-2C3E	內政部戶政用字
𪸹	U+2AE39	miǎo	cns11643	CNS-20260805:13-2C61	內政部戶政用字
𪸺	U+2AE3A	áng	cns11643	CNS-20260805:15-6D56	CJK認同表意文字延伸C, CNS 14649
𪸻	U+2AE3B	mín	cns11643	CNS-20260805:15-6D57	CJK認同表意文字延伸C, CNS 14649
𪸼	U+2AE3C	zhōu	cns11643	CNS-20260805:13-2C56	內政部戶政用字
𪸽	U+2AE3D	zhí	cns11643	CNS-20260805:15-6D58	CJK認同表意文字延伸C, CNS 14649
𪸾	U+2AE3E	zhēng	cns11643	CNS-20260805:15-6D59	CJK認同表意文字延伸C, CNS 14649
𪸿	U+2AE3F	pēng	cns11643	CNS-20260805:13-2C26	內政部戶政用字
𪹁	U+2AE41	měng	cns11643	CNS-20260805:13-2C25	內政部戶政用字
𪹂	U+2AE42	líng lìng	cns11643	CNS-20260805:15-6D5B	CJK認同表意文字延伸C, CNS 14649
𪹃	U+2AE43	shào	cns11643	CNS-20260805:15-6D5C	CJK認同表意文字延伸C, CNS 14649
𪹄	U+2AE44	bǐng	cns11643	CNS-20260805:13-3F4A	內政部戶政用字
𪹅	U+2AE45	nài	cns11643	CNS-20260805:15-7021	CJK認同表意文字延伸C, CNS 14649
𪹆	U+2AE46	zuǒ	cns11643	CNS-20260805:15-7022	CJK認同表意文字延伸C, CNS 14649
𪹇	U+2AE47	tàn	cns11643	CNS-20260805:13-3E7E	內政部戶政用字
𪹈	U+2AE48	jiǎ xià shì	cns11643	CNS-20260805:13-3F3E	內政部戶政用字
𪹉	U+2AE49	shā shà	cns11643	CNS-20260805:13-3F21	內政部戶政用字
𪹊	U+2AE4A	shū yú yù	cns11643	CNS-20260805:13-3F24	內政部戶政用字
𪹋	U+2AE4B	yǔ	cns11643	CNS-20260805:13-3F3A	內政部戶政用字
𪹍	U+2AE4D	hóu hòu	cns11643	CNS-20260805:15-7023	CJK認同表意文字延伸C, CNS 14649
𪹎	U+2AE4E	hāi xī xǐ	cns11643	CNS-20260805:15-7024	CJK認同表意文字延伸C, CNS 14649
𪹏	U+2AE4F	měi	cns11643	CNS-20260805:13-3F25	內政部戶政用字
𪹑	U+2AE51	yàn	cns11643	CNS-20260805:13-3F30	內政部戶政用字
𪹒	U+2AE52	xí	cns11643	CNS-20260805:13-4F43	內政部戶政用字
𪹓	U+2AE53	jìn	cns11643	CNS-20260805:15-723D	CJK認同表意文字延伸C, CNS 14649
𪹔	U+2AE54	xiàng	cns11643	CNS-20260805:15-723E	CJK認同表意文字延伸C, CNS 14649
𪹖	U+2AE56	wēi wéi	cns11643	CNS-20260805:13-4F42	內政部戶政用字
𪹗	U+2AE57	yàn	cns11643	CNS-20260805:13-4F69	內政部戶政用字
𪹘	U+2AE58	xú	cns11643	CNS-20260805:15-723F	CJK認同表意文字延伸C, CNS 14649
𪹙	U+2AE59	bān	cns11643	CNS-20260805:15-7240	CJK認同表意文字延伸C, CNS 14649
𪹚	U+2AE5A	bàng páng péng	cns11643	CNS-20260805:13-4F3C	內政部戶政用字
𪹛	U+2AE5B	shuò	cns11643	CNS-20260805:13-4F4E	內政部戶政用字
𪹜	U+2AE5C	kù shè	cns11643	CNS-20260805:13-4F62	內政部戶政用字
𪹝	U+2AE5D	guāng	cns11643	CNS-20260805:13-5F24	內政部戶政用字
𪹞	U+2AE5E	zǎi	cns11643	CNS-20260805:15-7241	CJK認同表意文字延伸C, CNS 14649
𪹟	U+2AE5F	suǒ	cns11643	CNS-20260805:15-7242	CJK認同表意文字延伸C, CNS 14649
𪹠	U+2AE60	tāi	cns11643	CNS-20260805:15-7243	CJK認同表意文字延伸C, CNS 14649
𪹡	U+2AE61	bīn	cns11643	CNS-20260805:13-5F2A	內政部戶政用字
𪹢	U+2AE62	yún	cns11643	CNS-20260805:13-5F46	內政部戶政用字
𪹣	U+2AE63	xū	cns11643	CNS-20260805:15-745F	CJK認同表意文字延伸C, CNS 14649
𪹤	U+2AE64	shā shà	cns11643	CNS-20260805:13-4F74	內政部戶政用字
𪹥	U+2AE65	jì	cns11643	CNS-20260805:13-5F3C	內政部戶政用字
𪹦	U+2AE66	fán	cns11643	CNS-20260805:13-5F33	內政部戶政用字
𪹧	U+2AE67	dī	cns11643	CNS-20260805:13-5F3A	內政部戶政用字
𪹩	U+2AE69	gǔn	cns11643	CNS-20260805:13-5F35	內政部戶政用字
𪹪	U+2AE6A	è	cns11643	CNS-20260805:15-764E	CJK認同表意文字延伸C, CNS 14649
𪹫	U+2AE6B	péng	cns11643	CNS-20260805:15-764F	CJK認同表意文字延伸C, CNS 14649
𪹭	U+2AE6D	tiē	cns11643	CNS-20260805:13-6C75	內政部戶政用字
𪹮	U+2AE6E	cuì	cns11643	CNS-20260805:13-6C6B	內政部戶政用字
𪹱	U+2AE71	shóu	cns11643	CNS-20260805:13-6C68	內政部戶政用字
𪹴	U+2AE74	suí	cns11643	CNS-20260805:14-247C	內政部戶政用字
𪹵	U+2AE75	chǔ	cns11643	CNS-20260805:15-7833	CJK認同表意文字延伸C, CNS 14649
𪹶	U+2AE76	dǔ	cns11643	CNS-20260805:15-7834	CJK認同表意文字延伸C, CNS 14649
𪹸	U+2AE78	bō	cns11643	CNS-20260805:14-2528	內政部戶政用字
𪹺	U+2AE7A	fán	cns11643	CNS-20260805:15-7837	CJK認同表意文字延伸C, CNS 14649
𪹼	U+2AE7C	bào	cns11643	CNS-20260805:14-2D69	內政部戶政用字
𪹽	U+2AE7D	jī	cns11643	CNS-20260805:14-2D6B	內政部戶政用字
𪹿	U+2AE7F	bīn	cns11643	CNS-20260805:15-795B	CJK認同表意文字延伸C, CNS 14649
𪺀	U+2AE80	cuì	cns11643	CNS-20260805:14-2D7B	內政部戶政用字
𪺁	U+2AE81	dú	cns11643	CNS-20260805:14-3575	內政部戶政用字
𪺂	U+2AE82	xiè	cns11643	CNS-20260805:14-3572	內政部戶政用字
𪺃	U+2AE83	táng	cns11643	CNS-20260805:15-7B58	CJK認同表意文字延伸C, CNS 14649
𪺅	U+2AE85	xiàn	cns11643	CNS-20260805:15-7B59	CJK認同表意文字延伸C, CNS 14649
𪺆	U+2AE86	jiáo	cns11643	CNS-20260805:14-4124	內政部戶政用字
𪺇	U+2AE87	lí	cns11643	CNS-20260805:15-7C7A	CJK認同表意文字延伸C, CNS 14649
𪺈	U+2AE88	náo	cns11643	CNS-20260805:15-7D40	CJK認同表意文字延伸C, CNS 14649
𪺉	U+2AE89	xiàn	cns11643	CNS-20260805:15-7D5D	CJK認同表意文字延伸C, CNS 14649
𪺊	U+2AE8A	yí	cns11643	CNS-20260805:15-7D75	CJK認同表意文字延伸C, CNS 14649
𪺋	U+2AE8B	qiū	cns11643	CNS-20260805:15-7D76	CJK認同表意文字延伸C, CNS 14649
𪺍	U+2AE8D	shòu	cns11643	CNS-20260805:12-2C71	內政部戶政用字
𪺎	U+2AE8E	xiōng	cns11643	CNS-20260805:12-3E7A	內政部戶政用字
𪺏	U+2AE8F	huàn	cns11643	CNS-20260805:11-7A27	CJK認同表意文字延伸C, CNS 14649
𪺐	U+2AE90	shòu	cns11643	CNS-20260805:15-6D5D	CJK認同表意文字延伸C, CNS 14649
𪺑	U+2AE91	cháng	cns11643	CNS-20260805:15-6D5E	CJK認同表意文字延伸C, CNS 14649
𪺒	U+2AE92	yuán	cns11643	CNS-20260805:13-2C6E	內政部戶政用字
𪺓	U+2AE93	dīng zhēng	cns11643	CNS-20260805:15-6D5F	CJK認同表意文字延伸C, CNS 14649
𪺕	U+2AE95	xì	cns11643	CNS-20260805:15-7026	CJK認同表意文字延伸C, CNS 14649
𪺗	U+2AE97	wán	cns11643	CNS-20260805:13-5F5B	內政部戶政用字
𪺘	U+2AE98	zhēn zhēng	cns11643	CNS-20260805:15-7461	CJK認同表意文字延伸C, CNS 14649
𪺙	U+2AE99	xī	cns11643	CNS-20260805:15-7838	CJK認同表意文字延伸C, CNS 14649
𪺚	U+2AE9A	yú	cns11643	CNS-20260805:15-7E3C	CJK認同表意文字延伸C, CNS 14649
𪺛	U+2AE9B	fǔ	cns11643	CNS-20260805:11-784B	CJK認同表意文字延伸C, CNS 14649
𪺜	U+2AE9C	yé	cns11643	CNS-20260805:12-5B68	內政部戶政用字
𪺝	U+2AE9D	zhì	cns11643	CNS-20260805:11-756D	CJK認同表意文字延伸C, CNS 14649
𪺞	U+2AE9E	yán	cns11643	CNS-20260805:11-7A28	CJK認同表意文字延伸C, CNS 14649
𪺟	U+2AE9F	jiāng zhuàng	cns11643	CNS-20260805:15-6D60	CJK認同表意文字延伸C, CNS 14649
𪺠	U+2AEA0	chuāng	cns11643	CNS-20260805:13-5F5E	內政部戶政用字
𪺢	U+2AEA2	luǒ	cns11643	CNS-20260805:11-784C	CJK認同表意文字延伸C, CNS 14649
𪺤	U+2AEA4	bié	cns11643	CNS-20260805:11-7A2A	CJK認同表意文字延伸C, CNS 14649
𪺥	U+2AEA5	chuāng	cns11643	CNS-20260805:13-2C72	內政部戶政用字
𪺦	U+2AEA6	là	cns11643	CNS-20260805:15-7652	CJK認同表意文字延伸C, CNS 14649
𪺧	U+2AEA7	jué	cns11643	CNS-20260805:12-3453	內政部戶政用字
𪺨	U+2AEA8	cù	cns11643	CNS-20260805:15-6D61	CJK認同表意文字延伸C, CNS 14649
𪺩	U+2AEA9	tuō	cns11643	CNS-20260805:12-2C76	內政部戶政用字
𪺪	U+2AEAA	lóng	cns11643	CNS-20260805:11-766E	CJK認同表意文字延伸C, CNS 14649
𪺫	U+2AEAB	nǎi	cns11643	CNS-20260805:11-766F	CJK認同表意文字延伸C, CNS 14649
𪺬	U+2AEAC	xù	cns11643	CNS-20260805:11-784D	CJK認同表意文字延伸C, CNS 14649
𪺮	U+2AEAE	qiān	cns11643	CNS-20260805:12-4336	內政部戶政用字
𪺯	U+2AEAF	dàn	cns11643	CNS-20260805:15-6D62	CJK認同表意文字延伸C, CNS 14649
𪺰	U+2AEB0	bēi	cns11643	CNS-20260805:13-3F6A	內政部戶政用字
𪺱	U+2AEB1	bèi	cns11643	CNS-20260805:13-502B	內政部戶政用字
𪺲	U+2AEB2	nuó huī	cns11643	CNS-20260805:15-7244	CJK認同表意文字延伸C, CNS 14649
𪺳	U+2AEB3	lí	cns11643	CNS-20260805:13-5029	內政部戶政用字
𪺵	U+2AEB5	bēi	cns11643	CNS-20260805:15-7653	CJK認同表意文字延伸C, CNS 14649
𪺶	U+2AEB6	bì	cns11643	CNS-20260805:14-422D	內政部戶政用字
𪺸	U+2AEB8	chú	cns11643	CNS-20260805:11-756E	CJK認同表意文字延伸C, CNS 14649
𪺺	U+2AEBA	tuán	cns11643	CNS-20260805:11-7670	CJK認同表意文字延伸C, CNS 14649
𪺼	U+2AEBC	chén	cns11643	CNS-20260805:12-4C5E	內政部戶政用字
𪺾	U+2AEBE	ái	cns11643	CNS-20260805:11-7A2C	CJK認同表意文字延伸C, CNS 14649
𪺿	U+2AEBF	mén	cns11643	CNS-20260805:12-5B63	內政部戶政用字
𪻀	U+2AEC0	jiān	cns11643	CNS-20260805:11-7A2D	CJK認同表意文字延伸C, CNS 14649
𪻁	U+2AEC1	bìng	cns11643	CNS-20260805:12-5B5E	內政部戶政用字
𪻂	U+2AEC2	dùn	cns11643	CNS-20260805:13-2D24	內政部戶政用字
𪻃	U+2AEC3	lǜ	cns11643	CNS-20260805:15-6D63	CJK認同表意文字延伸C, CNS 14649
𪻄	U+2AEC4	měi	cns11643	CNS-20260805:13-2D26	內政部戶政用字
𪻅	U+2AEC5	yuán	cns11643	CNS-20260805:6-4B42	異體國字字表(《CNS 11643》96年公布)
𪻆	U+2AEC6	mèi	cns11643	CNS-20260805:13-3F70	內政部戶政用字
𪻈	U+2AEC8	jiàng qiáng	cns11643	CNS-20260805:15-7246	CJK認同表意文字延伸C, CNS 14649
𪻊	U+2AECA	gèn	cns11643	CNS-20260805:15-7839	CJK認同表意文字延伸C, CNS 14649
𪻋	U+2AECB	chú	cns11643	CNS-20260805:15-795D	CJK認同表意文字延伸C, CNS 14649
𪻌	U+2AECC	bào	cns11643	CNS-20260805:15-7A64	CJK認同表意文字延伸C, CNS 14649
𪻍	U+2AECD	yòu	cns11643	CNS-20260805:12-2748	內政部戶政用字
𪻎	U+2AECE	jún	cns11643	CNS-20260805:12-3461	內政部戶政用字
𪻏	U+2AECF	jí	cns11643	CNS-20260805:12-346C	內政部戶政用字
𪻑	U+2AED1	kēng	cns11643	CNS-20260805:12-3458	內政部戶政用字
𪻒	U+2AED2	xīn	cns11643	CNS-20260805:12-345A	內政部戶政用字
𪻓	U+2AED3	huǒ	cns11643	CNS-20260805:12-345F	內政部戶政用字
𪻔	U+2AED4	chén	cns11643	CNS-20260805:12-3469	內政部戶政用字
𪻕	U+2AED5	gǔ	cns11643	CNS-20260805:12-3F46	內政部戶政用字
𪻖	U+2AED6	líng	cns11643	CNS-20260805:12-3F3B	內政部戶政用字
𪻗	U+2AED7	qià	cns11643	CNS-20260805:12-4C67	內政部戶政用字
𪻘	U+2AED8	gèn	cns11643	CNS-20260805:12-4C6F	內政部戶政用字
𪻙	U+2AED9	shì	cns11643	CNS-20260805:11-784F	CJK認同表意文字延伸C, CNS 14649
𪻚	U+2AEDA	ài	cns11643	CNS-20260805:12-4C61	內政部戶政用字
𪻛	U+2AEDB	tóng	cns11643	CNS-20260805:12-4D25	內政部戶政用字
𪻜	U+2AEDC	xiū	cns11643	CNS-20260805:11-7850	CJK認同表意文字延伸C, CNS 14649
𪻝	U+2AEDD	yǔ	cns11643	CNS-20260805:12-4C7D	內政部戶政用字
