character	code_point	reason
𱩹	U+31A79	no accepted official reading
𱩺	U+31A7A	no accepted official reading
𱩻	U+31A7B	no accepted official reading
𱩼	U+31A7C	no accepted official reading
𱩿	U+31A7F	no accepted official reading
𱪇	U+31A87	no accepted official reading
𱪈	U+31A88	no accepted official reading
𱪎	U+31A8E	no accepted official reading
𱪐	U+31A90	no accepted official reading
𱪑	U+31A91	no accepted official reading
𱪘	U+31A98	no accepted official reading
𱪝	U+31A9D	no accepted official reading
𱪡	U+31AA1	no accepted official reading
𱪢	U+31AA2	no accepted official reading
𱪣	U+31AA3	no accepted official reading
𱪤	U+31AA4	no accepted official reading
𱪥	U+31AA5	no accepted official reading
𱪦	U+31AA6	no accepted official reading
𱪧	U+31AA7	no accepted official reading
𱪩	U+31AA9	no accepted official reading
𱪪	U+31AAA	no accepted official reading
𱪫	U+31AAB	no accepted official reading
𱪬	U+31AAC	no accepted official reading
𱪭	U+31AAD	no accepted official reading
𱪮	U+31AAE	no accepted official reading
𱪯	U+31AAF	no accepted official reading
𱪰	U+31AB0	no accepted official reading
𱪱	U+31AB1	no accepted official reading
𱪲	U+31AB2	no accepted official reading
𱪳	U+31AB3	no accepted official reading
𱪴	U+31AB4	no accepted official reading
𱪵	U+31AB5	no accepted official reading
𱪹	U+31AB9	no accepted official reading
𱪾	U+31ABE	no accepted official reading
𱫀	U+31AC0	no accepted official reading
𱫁	U+31AC1	no accepted official reading
𱫂	U+31AC2	no accepted official reading
𱫄	U+31AC4	no accepted official reading
𱫅	U+31AC5	no accepted official reading
𱫈	U+31AC8	no accepted official reading
𱫉	U+31AC9	no accepted official reading
𱫊	U+31ACA	no accepted official reading
𱫋	U+31ACB	no accepted official reading
𱫍	U+31ACD	no accepted official reading
𱫎	U+31ACE	no accepted official reading
𱫐	U+31AD0	no accepted official reading
𱫑	U+31AD1	no accepted official reading
𱫒	U+31AD2	no accepted official reading
𱫓	U+31AD3	no accepted official reading
𱫗	U+31AD7	no accepted official reading
𱫘	U+31AD8	no accepted official reading
𱫛	U+31ADB	no accepted official reading
𱫜	U+31ADC	no accepted official reading
𱫟	U+31ADF	no accepted official reading
𱫠	U+31AE0	no accepted official reading
𱫨	U+31AE8	no accepted official reading
𱫩	U+31AE9	no accepted official reading
𱫪	U+31AEA	no accepted official reading
𱫭	U+31AED	no accepted official reading
𱫯	U+31AEF	no accepted official reading
𱫳	U+31AF3	no accepted official reading
𱫷	U+31AF7	no accepted official reading
𱫸	U+31AF8	no accepted official reading
𱫺	U+31AFA	no accepted official reading
𱫻	U+31AFB	no accepted official reading
𱬀	U+31B00	no accepted official reading
𱬂	U+31B02	no accepted official reading
𱬃	U+31B03	no accepted official reading
𱬅	U+31B05	no accepted official reading
𱬉	U+31B09	no accepted official reading
𱬊	U+31B0A	no accepted official reading
𱬍	U+31B0D	no accepted official reading
𱬎	U+31B0E	no accepted official reading
𱬑	U+31B11	no accepted official reading
𱬒	U+31B12	no accepted official reading
𱬓	U+31B13	no accepted official reading
𱬕	U+31B15	no accepted official reading
𱬖	U+31B16	no accepted official reading
𱬘	U+31B18	no accepted official reading
𱬙	U+31B19	no accepted official reading
𱬜	U+31B1C	no accepted official reading
𱬝	U+31B1D	no accepted official reading
𱬟	U+31B1F	no accepted official reading
𱬡	U+31B21	no accepted official reading
𱬥	U+31B25	no accepted official reading
𱬦	U+31B26	no accepted official reading
𱬪	U+31B2A	no accepted official reading
𱬫	U+31B2B	no accepted official reading
𱬮	U+31B2E	no accepted official reading
𱬴	U+31B34	no accepted official reading
𱬶	U+31B36	no accepted official reading
𱬸	U+31B38	no accepted official reading
𱬹	U+31B39	no accepted official reading
𱬺	U+31B3A	no accepted official reading
𱬿	U+31B3F	no accepted official reading
𱭀	U+31B40	no accepted official reading
𱭁	U+31B41	no accepted official reading
𱭄	U+31B44	no accepted official reading
𱭈	U+31B48	no accepted official reading
𱭉	U+31B49	no accepted official reading
𱭊	U+31B4A	no accepted official reading
𱭌	U+31B4C	no accepted official reading
𱭍	U+31B4D	no accepted official reading
𱭎	U+31B4E	no accepted official reading
𱭏	U+31B4F	no accepted official reading
𱭐	U+31B50	no accepted official reading
𱭒	U+31B52	no accepted official reading
𱭓	U+31B53	no accepted official reading
𱭙	U+31B59	no accepted official reading
𱭚	U+31B5A	no accepted official reading
𱭛	U+31B5B	no accepted official reading
𱭜	U+31B5C	no accepted official reading
𱭝	U+31B5D	no accepted official reading
𱭞	U+31B5E	no accepted official reading
𱭟	U+31B5F	no accepted official reading
𱭠	U+31B60	no accepted official reading
𱭡	U+31B61	no accepted official reading
𱭢	U+31B62	no accepted official reading
𱭣	U+31B63	no accepted official reading
𱭤	U+31B64	no accepted official reading
𱭥	U+31B65	no accepted official reading
𱭦	U+31B66	no accepted official reading
𱭧	U+31B67	no accepted official reading
𱭨	U+31B68	no accepted official reading
𱭪	U+31B6A	no accepted official reading
𱭫	U+31B6B	no accepted official reading
𱭬	U+31B6C	no accepted official reading
𱭭	U+31B6D	no accepted official reading
𱭮	U+31B6E	no accepted official reading
𱭯	U+31B6F	no accepted official reading
𱭱	U+31B71	no accepted official reading
𱭲	U+31B72	no accepted official reading
𱭴	U+31B74	no accepted official reading
𱭵	U+31B75	no accepted official reading
𱭶	U+31B76	no accepted official reading
𱭷	U+31B77	no accepted official reading
𱭹	U+31B79	no accepted official reading
𱭺	U+31B7A	no accepted official reading
𱭼	U+31B7C	no accepted official reading
𱭾	U+31B7E	no accepted official reading
𱮀	U+31B80	no accepted official reading
𱮂	U+31B82	no accepted official reading
𱮄	U+31B84	no accepted official reading
𱮅	U+31B85	no accepted official reading
𱮆	U+31B86	no accepted official reading
𱮇	U+31B87	no accepted official reading
𱮉	U+31B89	no accepted official reading
𱮊	U+31B8A	no accepted official reading
𱮋	U+31B8B	no accepted official reading
𱮌	U+31B8C	no accepted official reading
𱮍	U+31B8D	no accepted official reading
𱮏	U+31B8F	no accepted official reading
𱮐	U+31B90	no accepted official reading
𱮑	U+31B91	no accepted official reading
𱮔	U+31B94	no accepted official reading
𱮕	U+31B95	no accepted official reading
𱮗	U+31B97	no accepted official reading
𱮘	U+31B98	no accepted official reading
𱮛	U+31B9B	no accepted official reading
𱮝	U+31B9D	no accepted official reading
𱮢	U+31BA2	no accepted official reading
𱮣	U+31BA3	no accepted official reading
𱮬	U+31BAC	no accepted official reading
𱮮	U+31BAE	no accepted official reading
𱮯	U+31BAF	no accepted official reading
𱮱	U+31BB1	no accepted official reading
𱮳	U+31BB3	no accepted official reading
𱮵	U+31BB5	no accepted official reading
𱮸	U+31BB8	no accepted official reading
𱮺	U+31BBA	no accepted official reading
𱮽	U+31BBD	no accepted official reading
𱮾	U+31BBE	no accepted official reading
𱯄	U+31BC4	no accepted official reading
𱯆	U+31BC6	no accepted official reading
𱯇	U+31BC7	no accepted official reading
𱯋	U+31BCB	no accepted official reading
𱯍	U+31BCD	no accepted official reading
𱯎	U+31BCE	no accepted official reading
𱯏	U+31BCF	no accepted official reading
𱯑	U+31BD1	no accepted official reading
𱯙	U+31BD9	no accepted official reading
𱯚	U+31BDA	no accepted official reading
𱯜	U+31BDC	no accepted official reading
𱯝	U+31BDD	no accepted official reading
𱯞	U+31BDE	no accepted official reading
𱯟	U+31BDF	no accepted official reading
𱯤	U+31BE4	no accepted official reading
𱯥	U+31BE5	no accepted official reading
𱯦	U+31BE6	no accepted official reading
𱯨	U+31BE8	no accepted official reading
𱯩	U+31BE9	no accepted official reading
𱯪	U+31BEA	no accepted official reading
𱯮	U+31BEE	no accepted official reading
𱯲	U+31BF2	no accepted official reading
𱯴	U+31BF4	no accepted official reading
𱯵	U+31BF5	no accepted official reading
𱯹	U+31BF9	no accepted official reading
𱯼	U+31BFC	no accepted official reading
𱯽	U+31BFD	no accepted official reading
𱰁	U+31C01	no accepted official reading
𱰆	U+31C06	no accepted official reading
𱰈	U+31C08	no accepted official reading
𱰊	U+31C0A	no accepted official reading
𱰋	U+31C0B	no accepted official reading
𱰌	U+31C0C	no accepted official reading
𱰍	U+31C0D	no accepted official reading
𱰏	U+31C0F	no accepted official reading
𱰐	U+31C10	no accepted official reading
𱰑	U+31C11	no accepted official reading
𱰒	U+31C12	no accepted official reading
𱰓	U+31C13	no accepted official reading
𱰔	U+31C14	no accepted official reading
𱰕	U+31C15	no accepted official reading
𱰖	U+31C16	no accepted official reading
𱰘	U+31C18	no accepted official reading
𱰙	U+31C19	no accepted official reading
𱰚	U+31C1A	no accepted official reading
𱰛	U+31C1B	no accepted official reading
𱰝	U+31C1D	no accepted official reading
𱰞	U+31C1E	no accepted official reading
𱰟	U+31C1F	no accepted official reading
𱰠	U+31C20	no accepted official reading
𱰡	U+31C21	no accepted official reading
𱰣	U+31C23	no accepted official reading
𱰦	U+31C26	no accepted official reading
𱰧	U+31C27	no accepted official reading
𱰪	U+31C2A	no accepted official reading
𱰫	U+31C2B	no accepted official reading
𱰱	U+31C31	no accepted official reading
𱰳	U+31C33	no accepted official reading
𱰸	U+31C38	no accepted official reading
𱰹	U+31C39	no accepted official reading
𱰺	U+31C3A	no accepted official reading
𱰻	U+31C3B	no accepted official reading
𱰼	U+31C3C	no accepted official reading
𱰽	U+31C3D	no accepted official reading
𱱀	U+31C40	no accepted official reading
𱱁	U+31C41	no accepted official reading
𱱅	U+31C45	no accepted official reading
𱱆	U+31C46	no accepted official reading
𱱊	U+31C4A	no accepted official reading
𱱋	U+31C4B	no accepted official reading
𱱌	U+31C4C	no accepted official reading
𱱍	U+31C4D	no accepted official reading
𱱎	U+31C4E	no accepted official reading
𱱐	U+31C50	no accepted official reading
𱱑	U+31C51	no accepted official reading
𱱓	U+31C53	no accepted official reading
𱱔	U+31C54	no accepted official reading
𱱕	U+31C55	no accepted official reading
𱱖	U+31C56	no accepted official reading
𱱗	U+31C57	no accepted official reading
𱱘	U+31C58	no accepted official reading
𱱛	U+31C5B	no accepted official reading
𱱜	U+31C5C	no accepted official reading
𱱝	U+31C5D	no accepted official reading
𱱞	U+31C5E	no accepted official reading
𱱟	U+31C5F	no accepted official reading
𱱠	U+31C60	no accepted official reading
𱱣	U+31C63	no accepted official reading
𱱤	U+31C64	no accepted official reading
𱱥	U+31C65	no accepted official reading
𱱦	U+31C66	no accepted official reading
𱱧	U+31C67	no accepted official reading
𱱩	U+31C69	no accepted official reading
𱱪	U+31C6A	no accepted official reading
𱱫	U+31C6B	no accepted official reading
𱱬	U+31C6C	no accepted official reading
𱱮	U+31C6E	no accepted official reading
𱱯	U+31C6F	no accepted official reading
𱱰	U+31C70	no accepted official reading
𱱳	U+31C73	no accepted official reading
𱱴	U+31C74	no accepted official reading
𱱹	U+31C79	no accepted official reading
𱱺	U+31C7A	no accepted official reading
𱱻	U+31C7B	no accepted official reading
𱱼	U+31C7C	no accepted official reading
𱱽	U+31C7D	no accepted official reading
𱱾	U+31C7E	no accepted official reading
𱱿	U+31C7F	no accepted official reading
𱲀	U+31C80	no accepted official reading
𱲁	U+31C81	no accepted official reading
𱲃	U+31C83	no accepted official reading
𱲄	U+31C84	no accepted official reading
𱲅	U+31C85	no accepted official reading
𱲇	U+31C87	no accepted official reading
𱲈	U+31C88	no accepted official reading
𱲉	U+31C89	no accepted official reading
𱲊	U+31C8A	no accepted official reading
𱲋	U+31C8B	no accepted official reading
𱲍	U+31C8D	no accepted official reading
𱲒	U+31C92	no accepted official reading
𱲓	U+31C93	no accepted official reading
𱲔	U+31C94	no accepted official reading
𱲘	U+31C98	no accepted official reading
𱲜	U+31C9C	no accepted official reading
𱲞	U+31C9E	no accepted official reading
𱲟	U+31C9F	no accepted official reading
𱲤	U+31CA4	no accepted official reading
𱲥	U+31CA5	no accepted official reading
𱲦	U+31CA6	no accepted official reading
𱲪	U+31CAA	no accepted official reading
𱲫	U+31CAB	no accepted official reading
𱲬	U+31CAC	no accepted official reading
𱲮	U+31CAE	no accepted official reading
𱲰	U+31CB0	no accepted official reading
𱲱	U+31CB1	no accepted official reading
𱲳	U+31CB3	no accepted official reading
𱲶	U+31CB6	no accepted official reading
𱲷	U+31CB7	no accepted official reading
𱲸	U+31CB8	no accepted official reading
𱲹	U+31CB9	no accepted official reading
𱲺	U+31CBA	no accepted official reading
𱲼	U+31CBC	no accepted official reading
𱲽	U+31CBD	no accepted official reading
𱲾	U+31CBE	no accepted official reading
𱲿	U+31CBF	no accepted official reading
𱳀	U+31CC0	no accepted official reading
𱳂	U+31CC2	no accepted official reading
𱳄	U+31CC4	no accepted official reading
𱳅	U+31CC5	no accepted official reading
𱳆	U+31CC6	no accepted official reading
𱳇	U+31CC7	no accepted official reading
𱳈	U+31CC8	no accepted official reading
𱳍	U+31CCD	no accepted official reading
𱳒	U+31CD2	no accepted official reading
𱳓	U+31CD3	no accepted official reading
𱳗	U+31CD7	no accepted official reading
𱳘	U+31CD8	no accepted official reading
𱳚	U+31CDA	no accepted official reading
𱳜	U+31CDC	no accepted official reading
𱳝	U+31CDD	no accepted official reading
𱳟	U+31CDF	no accepted official reading
𱳠	U+31CE0	no accepted official reading
𱳣	U+31CE3	no accepted official reading
𱳥	U+31CE5	no accepted official reading
𱳦	U+31CE6	no accepted official reading
𱳧	U+31CE7	no accepted official reading
𱳨	U+31CE8	no accepted official reading
𱳬	U+31CEC	no accepted official reading
𱳭	U+31CED	no accepted official reading
𱳮	U+31CEE	no accepted official reading
𱳯	U+31CEF	no accepted official reading
𱳰	U+31CF0	no accepted official reading
𱳱	U+31CF1	no accepted official reading
𱳲	U+31CF2	no accepted official reading
𱳴	U+31CF4	no accepted official reading
𱳵	U+31CF5	no accepted official reading
𱳹	U+31CF9	no accepted official reading
𱳺	U+31CFA	no accepted official reading
𱳻	U+31CFB	no accepted official reading
𱳼	U+31CFC	no accepted official reading
𱳾	U+31CFE	no accepted official reading
𱴀	U+31D00	no accepted official reading
𱴁	U+31D01	no accepted official reading
𱴃	U+31D03	no accepted official reading
𱴄	U+31D04	no accepted official reading
𱴆	U+31D06	no accepted official reading
𱴈	U+31D08	no accepted official reading
𱴉	U+31D09	no accepted official reading
𱴋	U+31D0B	no accepted official reading
𱴌	U+31D0C	no accepted official reading
𱴍	U+31D0D	no accepted official reading
𱴎	U+31D0E	no accepted official reading
𱴏	U+31D0F	no accepted official reading
𱴑	U+31D11	no accepted official reading
𱴒	U+31D12	no accepted official reading
𱴔	U+31D14	no accepted official reading
𱴗	U+31D17	no accepted official reading
𱴙	U+31D19	no accepted official reading
𱴚	U+31D1A	no accepted official reading
𱴛	U+31D1B	no accepted official reading
𱴜	U+31D1C	no accepted official reading
𱴟	U+31D1F	no accepted official reading
𱴠	U+31D20	no accepted official reading
𱴡	U+31D21	no accepted official reading
𱴢	U+31D22	no accepted official reading
𱴤	U+31D24	no accepted official reading
𱴥	U+31D25	no accepted official reading
𱴩	U+31D29	no accepted official reading
𱴪	U+31D2A	no accepted official reading
𱴬	U+31D2C	no accepted official reading
𱴭	U+31D2D	no accepted official reading
𱴯	U+31D2F	no accepted official reading
𱴰	U+31D30	no accepted official reading
𱴳	U+31D33	no accepted official reading
𱴴	U+31D34	no accepted official reading
𱴵	U+31D35	no accepted official reading
𱴶	U+31D36	no accepted official reading
𱴷	U+31D37	no accepted official reading
𱴹	U+31D39	no accepted official reading
𱴼	U+31D3C	no accepted official reading
𱴽	U+31D3D	no accepted official reading
𱴿	U+31D3F	no accepted official reading
𱵀	U+31D40	no accepted official reading
𱵃	U+31D43	no accepted official reading
𱵄	U+31D44	no accepted official reading
𱵅	U+31D45	no accepted official reading
𱵋	U+31D4B	no accepted official reading
𱵎	U+31D4E	no accepted official reading
𱵒	U+31D52	no accepted official reading
𱵓	U+31D53	no accepted official reading
𱵔	U+31D54	no accepted official reading
𱵖	U+31D56	no accepted official reading
𱵗	U+31D57	no accepted official reading
𱵙	U+31D59	no accepted official reading
𱵟	U+31D5F	no accepted official reading
𱵡	U+31D61	no accepted official reading
𱵥	U+31D65	no accepted official reading
𱵨	U+31D68	no accepted official reading
𱵫	U+31D6B	no accepted official reading
𱵬	U+31D6C	no accepted official reading
𱵭	U+31D6D	no accepted official reading
𱵰	U+31D70	no accepted official reading
𱵶	U+31D76	no accepted official reading
𱵻	U+31D7B	no accepted official reading
𱵼	U+31D7C	no accepted official reading
𱵾	U+31D7E	no accepted official reading
𱵿	U+31D7F	no accepted official reading
𱶀	U+31D80	no accepted official reading
𱶁	U+31D81	no accepted official reading
𱶂	U+31D82	no accepted official reading
𱶄	U+31D84	no accepted official reading
𱶅	U+31D85	no accepted official reading
𱶆	U+31D86	no accepted official reading
𱶊	U+31D8A	no accepted official reading
𱶌	U+31D8C	no accepted official reading
𱶎	U+31D8E	no accepted official reading
𱶐	U+31D90	no accepted official reading
𱶑	U+31D91	no accepted official reading
𱶒	U+31D92	no accepted official reading
𱶗	U+31D97	no accepted official reading
𱶚	U+31D9A	no accepted official reading
𱶜	U+31D9C	no accepted official reading
𱶞	U+31D9E	no accepted official reading
𱶠	U+31DA0	no accepted official reading
𱶦	U+31DA6	no accepted official reading
𱶧	U+31DA7	no accepted official reading
𱶨	U+31DA8	no accepted official reading
𱶬	U+31DAC	no accepted official reading
𱶭	U+31DAD	no accepted official reading
𱶯	U+31DAF	no accepted official reading
𱶱	U+31DB1	no accepted official reading
𱶲	U+31DB2	no accepted official reading
𱶳	U+31DB3	no accepted official reading
𱶵	U+31DB5	no accepted official reading
𱶶	U+31DB6	no accepted official reading
𱶷	U+31DB7	no accepted official reading
𱶸	U+31DB8	no accepted official reading
𱶾	U+31DBE	no accepted official reading
𱶿	U+31DBF	no accepted official reading
𱷀	U+31DC0	no accepted official reading
𱷂	U+31DC2	no accepted official reading
𱷃	U+31DC3	no accepted official reading
𱷄	U+31DC4	no accepted official reading
𱷅	U+31DC5	no accepted official reading
𱷆	U+31DC6	no accepted official reading
𱷈	U+31DC8	no accepted official reading
𱷉	U+31DC9	no accepted official reading
𱷋	U+31DCB	no accepted official reading
𱷑	U+31DD1	no accepted official reading
𱷒	U+31DD2	no accepted official reading
𱷗	U+31DD7	no accepted official reading
𱷙	U+31DD9	no accepted official reading
𱷜	U+31DDC	no accepted official reading
𱷣	U+31DE3	no accepted official reading
𱷥	U+31DE5	no accepted official reading
𱷨	U+31DE8	no accepted official reading
𱷮	U+31DEE	no accepted official reading
𱷯	U+31DEF	no accepted official reading
𱷰	U+31DF0	no accepted official reading
𱷲	U+31DF2	no accepted official reading
𱷳	U+31DF3	no accepted official reading
𱷴	U+31DF4	no accepted official reading
𱷵	U+31DF5	no accepted official reading
𱷷	U+31DF7	no accepted official reading
𱷸	U+31DF8	no accepted official reading
𱷹	U+31DF9	no accepted official reading
𱷺	U+31DFA	no accepted official reading
𱷻	U+31DFB	no accepted official reading
𱷽	U+31DFD	no accepted official reading
𱷾	U+31DFE	no accepted official reading
𱷿	U+31DFF	no accepted official reading
𱸀	U+31E00	no accepted official reading
𱸄	U+31E04	no accepted official reading
𱸅	U+31E05	no accepted official reading
𱸆	U+31E06	no accepted official reading
𱸈	U+31E08	no accepted official reading
𱸉	U+31E09	no accepted official reading
𱸊	U+31E0A	no accepted official reading
𱸋	U+31E0B	no accepted official reading
𱸌	U+31E0C	no accepted official reading
𱸍	U+31E0D	no accepted official reading
𱸎	U+31E0E	no accepted official reading
𱸏	U+31E0F	no accepted official reading
𱸐	U+31E10	no accepted official reading
𱸑	U+31E11	no accepted official reading
𱸒	U+31E12	no accepted official reading
𱸓	U+31E13	no accepted official reading
𱸔	U+31E14	no accepted official reading
𱸕	U+31E15	no accepted official reading
𱸗	U+31E17	no accepted official reading
𱸘	U+31E18	no accepted official reading
𱸙	U+31E19	no accepted official reading
𱸚	U+31E1A	no accepted official reading
𱸝	U+31E1D	no accepted official reading
𱸞	U+31E1E	no accepted official reading
𱸟	U+31E1F	no accepted official reading
𱸠	U+31E20	no accepted official reading
𱸢	U+31E22	no accepted official reading
𱸤	U+31E24	no accepted official reading
𱸦	U+31E26	no accepted official reading
𱸨	U+31E28	no accepted official reading
𱸪	U+31E2A	no accepted official reading
𱸫	U+31E2B	no accepted official reading
𱸬	U+31E2C	no accepted official reading
𱸭	U+31E2D	no accepted official reading
𱸯	U+31E2F	no accepted official reading
𱸰	U+31E30	no accepted official reading
𱸱	U+31E31	no accepted official reading
𱸲	U+31E32	no accepted official reading
𱸳	U+31E33	no accepted official reading
𱸴	U+31E34	no accepted official reading
𱸵	U+31E35	no accepted official reading
𱸶	U+31E36	no accepted official reading
𱸷	U+31E37	no accepted official reading
𱸹	U+31E39	no accepted official reading
𱸺	U+31E3A	no accepted official reading
𱸻	U+31E3B	no accepted official reading
𱸼	U+31E3C	no accepted official reading
𱸽	U+31E3D	no accepted official reading
𱸾	U+31E3E	no accepted official reading
𱹀	U+31E40	no accepted official reading
𱹃	U+31E43	no accepted official reading
𱹄	U+31E44	no accepted official reading
𱹆	U+31E46	no accepted official reading
𱹊	U+31E4A	no accepted official reading
𱹋	U+31E4B	no accepted official reading
𱹍	U+31E4D	no accepted official reading
𱹎	U+31E4E	no accepted official reading
𱹏	U+31E4F	no accepted official reading
𱹐	U+31E50	no accepted official reading
𱹑	U+31E51	no accepted official reading
𱹒	U+31E52	no accepted official reading
𱹔	U+31E54	no accepted official reading
𱹕	U+31E55	no accepted official reading
𱹗	U+31E57	no accepted official reading
𱹘	U+31E58	no accepted official reading
𱹙	U+31E59	no accepted official reading
𱹚	U+31E5A	no accepted official reading
𱹛	U+31E5B	no accepted official reading
𱹞	U+31E5E	no accepted official reading
𱹢	U+31E62	no accepted official reading
𱹤	U+31E64	no accepted official reading
𱹥	U+31E65	no accepted official reading
𱹦	U+31E66	no accepted official reading
𱹩	U+31E69	no accepted official reading
𱹪	U+31E6A	no accepted official reading
𱹫	U+31E6B	no accepted official reading
𱹭	U+31E6D	no accepted official reading
𱹮	U+31E6E	no accepted official reading
𱹯	U+31E6F	no accepted official reading
𱹰	U+31E70	no accepted official reading
𱹱	U+31E71	no accepted official reading
𱹲	U+31E72	no accepted official reading
𱹳	U+31E73	no accepted official reading
𱹴	U+31E74	no accepted official reading
𱹵	U+31E75	no accepted official reading
𱹶	U+31E76	no accepted official reading
𱹷	U+31E77	no accepted official reading
𱹽	U+31E7D	no accepted official reading
𱹿	U+31E7F	no accepted official reading
𱺀	U+31E80	no accepted official reading
𱺁	U+31E81	no accepted official reading
𱺂	U+31E82	no accepted official reading
𱺃	U+31E83	no accepted official reading
𱺄	U+31E84	no accepted official reading
𱺅	U+31E85	no accepted official reading
𱺆	U+31E86	no accepted official reading
𱺇	U+31E87	no accepted official reading
𱺈	U+31E88	no accepted official reading
𱺉	U+31E89	no accepted official reading
𱺎	U+31E8E	no accepted official reading
𱺏	U+31E8F	no accepted official reading
𱺐	U+31E90	no accepted official reading
𱺑	U+31E91	no accepted official reading
𱺒	U+31E92	no accepted official reading
𱺓	U+31E93	no accepted official reading
𱺔	U+31E94	no accepted official reading
𱺕	U+31E95	no accepted official reading
𱺖	U+31E96	no accepted official reading
𱺗	U+31E97	no accepted official reading
𱺘	U+31E98	no accepted official reading
𱺙	U+31E99	no accepted official reading
𱺚	U+31E9A	no accepted official reading
𱺛	U+31E9B	no accepted official reading
𱺜	U+31E9C	no accepted official reading
𱺝	U+31E9D	no accepted official reading
𱺞	U+31E9E	no accepted official reading
𱺟	U+31E9F	no accepted official reading
𱺠	U+31EA0	no accepted official reading
𱺡	U+31EA1	no accepted official reading
𱺢	U+31EA2	no accepted official reading
𱺣	U+31EA3	no accepted official reading
𱺤	U+31EA4	no accepted official reading
𱺥	U+31EA5	no accepted official reading
𱺦	U+31EA6	no accepted official reading
𱺧	U+31EA7	no accepted official reading
𱺩	U+31EA9	no accepted official reading
𱺪	U+31EAA	no accepted official reading
𱺫	U+31EAB	no accepted official reading
𱺬	U+31EAC	no accepted official reading
𱺭	U+31EAD	no accepted official reading
𱺯	U+31EAF	no accepted official reading
𱺰	U+31EB0	no accepted official reading
𱺱	U+31EB1	no accepted official reading
𱺲	U+31EB2	no accepted official reading
𱺳	U+31EB3	no accepted official reading
𱺴	U+31EB4	no accepted official reading
𱺶	U+31EB6	no accepted official reading
𱺷	U+31EB7	no accepted official reading
𱺹	U+31EB9	no accepted official reading
𱺺	U+31EBA	no accepted official reading
𱺻	U+31EBB	no accepted official reading
𱻃	U+31EC3	no accepted official reading
𱻄	U+31EC4	no accepted official reading
𱻅	U+31EC5	no accepted official reading
𱻆	U+31EC6	no accepted official reading
𱻇	U+31EC7	no accepted official reading
𱻈	U+31EC8	no accepted official reading
𱻊	U+31ECA	no accepted official reading
𱻋	U+31ECB	no accepted official reading
𱻌	U+31ECC	no accepted official reading
𱻍	U+31ECD	no accepted official reading
𱻎	U+31ECE	no accepted official reading
𱻏	U+31ECF	no accepted official reading
𱻐	U+31ED0	no accepted official reading
𱻔	U+31ED4	no accepted official reading
𱻖	U+31ED6	no accepted official reading
𱻘	U+31ED8	no accepted official reading
𱻙	U+31ED9	no accepted official reading
𱻛	U+31EDB	no accepted official reading
𱻜	U+31EDC	no accepted official reading
𱻞	U+31EDE	no accepted official reading
𱻟	U+31EDF	no accepted official reading
𱻠	U+31EE0	no accepted official reading
𱻡	U+31EE1	no accepted official reading
𱻢	U+31EE2	no accepted official reading
𱻣	U+31EE3	no accepted official reading
𱻤	U+31EE4	no accepted official reading
𱻥	U+31EE5	no accepted official reading
𱻦	U+31EE6	no accepted official reading
𱻧	U+31EE7	no accepted official reading
𱻨	U+31EE8	no accepted official reading
𱻪	U+31EEA	no accepted official reading
𱻭	U+31EED	no accepted official reading
𱻯	U+31EEF	no accepted official reading
𱻰	U+31EF0	no accepted official reading
𱻱	U+31EF1	no accepted official reading
𱻲	U+31EF2	no accepted official reading
𱻳	U+31EF3	no accepted official reading
𱻵	U+31EF5	no accepted official reading
𱻷	U+31EF7	no accepted official reading
𱻻	U+31EFB	no accepted official reading
𱻼	U+31EFC	no accepted official reading
𱻽	U+31EFD	no accepted official reading
𱼁	U+31F01	no accepted official reading
𱼂	U+31F02	no accepted official reading
𱼄	U+31F04	no accepted official reading
𱼅	U+31F05	no accepted official reading
𱼆	U+31F06	no accepted official reading
𱼇	U+31F07	no accepted official reading
𱼉	U+31F09	no accepted official reading
𱼋	U+31F0B	no accepted official reading
𱼌	U+31F0C	no accepted official reading
𱼍	U+31F0D	no accepted official reading
𱼎	U+31F0E	no accepted official reading
𱼏	U+31F0F	no accepted official reading
𱼐	U+31F10	no accepted official reading
𱼑	U+31F11	no accepted official reading
𱼒	U+31F12	no accepted official reading
𱼓	U+31F13	no accepted official reading
𱼕	U+31F15	no accepted official reading
𱼖	U+31F16	no accepted official reading
𱼗	U+31F17	no accepted official reading
𱼘	U+31F18	no accepted official reading
𱼙	U+31F19	no accepted official reading
𱼚	U+31F1A	no accepted official reading
𱼛	U+31F1B	no accepted official reading
𱼝	U+31F1D	no accepted official reading
𱼟	U+31F1F	no accepted official reading
𱼡	U+31F21	no accepted official reading
𱼢	U+31F22	no accepted official reading
𱼣	U+31F23	no accepted official reading
𱼤	U+31F24	no accepted official reading
𱼦	U+31F26	no accepted official reading
𱼧	U+31F27	no accepted official reading
𱼩	U+31F29	no accepted official reading
𱼪	U+31F2A	no accepted official reading
𱼫	U+31F2B	no accepted official reading
𱼬	U+31F2C	no accepted official reading
𱼭	U+31F2D	no accepted official reading
𱼮	U+31F2E	no accepted official reading
𱼯	U+31F2F	no accepted official reading
𱼳	U+31F33	no accepted official reading
𱼴	U+31F34	no accepted official reading
𱼵	U+31F35	no accepted official reading
𱼶	U+31F36	no accepted official reading
𱼸	U+31F38	no accepted official reading
𱼹	U+31F39	no accepted official reading
𱼺	U+31F3A	no accepted official reading
𱼻	U+31F3B	no accepted official reading
𱼼	U+31F3C	no accepted official reading
